type,prix,surface,quartier,date,adresse
Maison,680000.0,196.0,Toulon,2023-08-31,BD EDOUARD AIGUIER
Maison,680000.0,196.0,Toulon,2023-08-31,BD EDOUARD AIGUIER
Maison,320225.0,68.0,Toulon,2023-09-08,CHE DE LA MARTELLE
Appartement,118780.0,63.0,Toulon,2023-09-04,AV COLONEL PICOT
Maison,650000.0,139.0,Toulon,2023-08-24,ACH ANCIEN CHEM DE LA VALETTE
Appartement,247850.0,60.0,Toulon,2023-09-11,AV JOSEPH LOUIS ORTOLAN
Appartement,185000.0,102.0,Toulon,2023-09-13,AV FRANCOIS CUZIN
Appartement,103800.0,38.0,Toulon,2023-08-21,AV PRE FAUCHIER
Appartement,385000.0,65.0,Toulon,2023-09-12,RUE LATOUCHE TREVILLE
Appartement,245150.0,58.0,Toulon,2023-09-15,RUE MUIRON
Appartement,755000.0,61.0,Toulon,2023-09-08,RUE DU LT HENRI LACROIX
Appartement,755000.0,61.0,Toulon,2023-09-08,RUE DU LT HENRI LACROIX
Appartement,755000.0,61.0,Toulon,2023-09-08,RUE DU LT HENRI LACROIX
Appartement,314000.0,68.0,Toulon,2023-09-15,BD JEAN BAPTISTE ABEL
Appartement,75000.0,41.0,Toulon,2023-09-15,BD LOUIS PICON
Appartement,145494.0,59.0,Toulon,2023-08-31,RUE FELIX MAYOL
Appartement,79000.0,71.0,Toulon,2023-09-07,RUE LAVIGERIE
Appartement,204450.0,82.0,Toulon,2023-08-25,RUE VICTOR REYMONENQ
Appartement,66400.0,40.0,Toulon,2023-09-14,RUE MICHEL DE BOURGES
Maison,580000.0,103.0,Toulon,2023-09-06,IMP DES PALMIERS
Appartement,165000.0,40.0,Toulon,2023-08-31,RUE DAVID
Appartement,369000.0,92.0,Toulon,2023-09-05,AV COLONEL PICOT
Appartement,165000.0,80.0,Toulon,2023-09-14,AV ARISTIDE BRIAND
Appartement,180000.0,80.0,Toulon,2023-09-04,RUE ROSSINI
Appartement,310040.0,67.0,Toulon,2023-09-01,CHE DE LA CHAPELLE NOTRE DAME
Appartement,59000.0,28.0,Toulon,2023-09-05,RUE POMME DE PIN
Appartement,71000.0,45.0,Toulon,2023-06-22,PL LOUIS BLANC
Appartement,694900.0,55.0,Toulon,2023-09-15,IMP DES GENETS
Appartement,694900.0,80.0,Toulon,2023-09-15,IMP DES GENETS
Appartement,694900.0,135.0,Toulon,2023-09-15,IMP DES GENETS
Appartement,141000.0,79.0,Toulon,2023-06-22,PL LOUIS BLANC
Appartement,206000.0,71.0,Toulon,2023-09-06,RUE D ANTRECHAUS
Appartement,129000.0,76.0,Toulon,2023-09-05,BD GENERAL BROSSET
Appartement,208050.0,89.0,Toulon,2023-09-15,RUE DU ROI RENE
Appartement,179000.0,41.0,Toulon,2023-09-14,BD CLAMOUR
Appartement,227250.0,67.0,Toulon,2023-09-19,RUE VICTOR GELU PROLONGEE
Appartement,134860.0,80.0,Toulon,2023-09-01,RUE JEAN PHILIPPE RAMEAU
Maison,850000.0,90.0,Toulon,2023-09-21,AV DE LA RESISTANCE
Maison,430000.0,105.0,Toulon,2023-08-31,CHE DU JONQUET
Appartement,48000.0,17.0,Toulon,2023-09-19,RUE GARIBALDI
Appartement,133000.0,27.0,Toulon,2023-09-05,AV JOSEPH LOUIS ORTOLAN
Appartement,142000.0,68.0,Toulon,2023-09-11,CHE DE FORGENTIER
Appartement,82300.0,55.0,Toulon,2023-09-19,AV MARCEL CASTIE
Appartement,119500.0,52.0,Toulon,2023-09-20,AV AMIRAL DAVELUY
Appartement,115950.0,31.0,Toulon,2023-09-19,RUE AUFFAN
Appartement,122000.0,54.0,Toulon,2023-09-04,AV DE LOCARNO
Appartement,201950.0,43.0,Toulon,2023-09-18,AV COLONEL PICOT
Maison,390000.0,49.0,Toulon,2023-09-19,IMP RICAUD
Maison,285000.0,82.0,Toulon,2023-09-04,BD DELESCLUZE
Appartement,115000.0,54.0,Toulon,2023-08-29,BD GENERAL BROSSET
Appartement,375000.0,64.0,Toulon,2023-09-08,IMP DU CAP
Appartement,163000.0,59.0,Toulon,2023-08-28,CHE DE FORGENTIER
Appartement,100000.0,49.0,Toulon,2023-09-08,BD DE PARIS
Appartement,89000.0,73.0,Toulon,2023-09-13,AV DU 15E CORPS
Appartement,289200.0,68.0,Toulon,2023-09-15,IMP FRANCOIS MARCEL
Appartement,83000.0,18.0,Toulon,2023-09-21,AV DOCTEUR FONTAN
Appartement,182400.0,67.0,Toulon,2023-08-29,IMP BRUNO
Appartement,50000.0,77.0,Toulon,2023-09-01,RUE DEJUSSIEU PONTCARRAL
Appartement,66000.0,38.0,Toulon,2023-08-29,RUE AUGUSTIN DAUMAS
Appartement,110000.0,44.0,Toulon,2023-09-22,RUE NOTRE DAME
Appartement,3200.0,73.0,Toulon,2023-09-21,BD INGENIEUR BONNIER
Appartement,60000.0,64.0,Toulon,2023-09-08,AV SGT GABRIEL JOURDAN
Appartement,252000.0,92.0,Toulon,2023-09-25,BD JULES MICHELET
Appartement,240000.0,62.0,Toulon,2023-09-18,AV EDOUARD LE BELLEGOU
Appartement,90000.0,33.0,Toulon,2023-09-08,RUE PAUL LENDRIN
Appartement,166900.0,76.0,Toulon,2023-09-08,AV DUSSAP
Appartement,112000.0,60.0,Toulon,2023-09-07,RUE GEORGE SAND
Appartement,84000.0,54.0,Toulon,2023-09-20,IMP BRUNO
Maison,180000.0,55.0,Toulon,2023-09-11,RUE COMMANDANT MORAZZANI
Maison,460000.0,90.0,Toulon,2023-09-25,RUE ETIENNE DOLET
Appartement,28000.0,27.0,Toulon,2023-09-19,RUE BERTHIER
Appartement,223230.0,88.0,Toulon,2023-09-15,AV EDOUARD LE BELLEGOU
Appartement,835000.0,35.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Appartement,835000.0,80.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Appartement,835000.0,35.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Appartement,835000.0,35.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Appartement,835000.0,80.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Appartement,835000.0,35.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Appartement,835000.0,35.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Appartement,835000.0,35.0,Toulon,2023-09-18,AV GENERAL GOURAUD
Maison,485000.0,85.0,Toulon,2023-09-19,RUE DES OLIVIERS
Appartement,115000.0,66.0,Toulon,2023-09-18,RUE AMIRAL NOMY
Appartement,75000.0,20.0,Toulon,2023-09-19,AV DE LA REPUBLIQUE
Maison,959950.0,188.0,Toulon,2023-09-08,AV DE LA RESISTANCE
Appartement,217239.0,76.0,Toulon,2023-09-13,AV EDOUARD LE BELLEGOU
Appartement,59000.0,31.0,Toulon,2023-09-21,RUE LIEUTENANT COL BERNARD
Appartement,155000.0,65.0,Toulon,2023-09-21,RUE GENERAL MICHEL AUDEOUD
Appartement,110000.0,71.0,Toulon,2023-09-26,AV DU 1ER BATAILLON CHOC
Appartement,80000.0,56.0,Toulon,2023-09-22,RUE LIEUTENANT JOSEPH ANDRE
Appartement,72000.0,42.0,Toulon,2023-09-26,AV DU 1ER BATAILLON CHOC
Appartement,87000.0,28.0,Toulon,2023-09-25,PL PUGET
Appartement,171785.0,78.0,Toulon,2023-09-22,BD DE PARIS
Appartement,120000.0,44.0,Toulon,2023-09-07,RUE CASTILLON
Maison,315000.0,98.0,Toulon,2023-09-11,AV ANDRE LE CHATELIER
Appartement,81000.0,51.0,Toulon,2023-09-07,AV FRANCOIS CUZIN
Appartement,135000.0,62.0,Toulon,2023-09-20,BD DE PARIS
Appartement,114000.0,32.0,Toulon,2023-09-20,RUE CHEVALIER D ASSAS
Appartement,125000.0,47.0,Toulon,2023-09-11,ALL GEORGES LEYGUES
Appartement,145000.0,75.0,Toulon,2023-09-15,AV GAI COTEAU
Appartement,103000.0,47.0,Toulon,2023-09-11,AV GENERAL NOGUES
Appartement,150000.0,75.0,Toulon,2023-09-11,AV DU LAS
Appartement,1.0,73.0,Toulon,2023-09-21,BD INGENIEUR BONNIER
Appartement,303000.0,66.0,Toulon,2023-09-07,BD JEAN BAPTISTE ABEL
Appartement,87000.0,32.0,Toulon,2023-09-22,RUE CHALUCET
Appartement,185000.0,58.0,Toulon,2023-09-22,CHE DE LA MAURINIERE
Appartement,153000.0,45.0,Toulon,2023-08-31,AV DE CLARET
Appartement,124700.0,67.0,Toulon,2023-09-25,AV LEON JOUHAUX
Appartement,120000.0,64.0,Toulon,2023-09-22,RUE DE TURENNE
Appartement,223000.0,59.0,Toulon,2023-09-22,RUE DU HARAS
Appartement,175000.0,67.0,Toulon,2023-09-01,RUE DE NICE
Appartement,180000.0,48.0,Toulon,2023-09-12,RUE MAGENTA
Appartement,90000.0,53.0,Toulon,2023-09-11,RUE JEAN AICARD
Appartement,86430.0,24.0,Toulon,2023-09-19,AV MARCEL CASTIE
Appartement,195000.0,78.0,Toulon,2023-09-20,AV GENERAL GOURAUD
Appartement,110000.0,53.0,Toulon,2023-09-22,ALL DU DOCTEUR LAURES
Appartement,191500.0,53.0,Toulon,2023-09-29,CHE DU FORT ROUGE
Appartement,180000.0,55.0,Toulon,2023-09-06,RUE DE LYON
Appartement,180000.0,62.0,Toulon,2023-09-06,RUE DE LYON
Appartement,78000.0,21.0,Toulon,2023-09-26,RUE COURBET
Appartement,60000.0,45.0,Toulon,2023-09-26,RUE MAISSIN
Maison,151200.0,67.0,Toulon,2023-09-27,RUE JEAN BAPTISTE VIN
Appartement,152000.0,69.0,Toulon,2023-09-29,RUE GENERAL MAURICE DAVID
Appartement,400000.0,111.0,Toulon,2023-09-29,COR MARIUS ESCARTEFIGUE
Appartement,393000.0,42.0,Toulon,2023-09-21,RUE AUFFAN
Appartement,393000.0,42.0,Toulon,2023-09-21,RUE AUFFAN
Maison,405000.0,89.0,Toulon,2023-09-22,IMP DE LA CARRAIRE
Appartement,62009.0,27.0,Toulon,2023-09-14,AV MARCEL CASTIE
Appartement,71680.0,21.0,Toulon,2023-09-25,BD DE TESSE
Appartement,46500.0,77.0,Toulon,2023-09-27,RUE DEJUSSIEU PONTCARRAL
Appartement,230000.0,69.0,Toulon,2023-09-12,AV DU PORT DE PLAISANCE
Maison,586680.0,104.0,Toulon,2023-09-27,RUE MICHEL MUSCATELLI
Appartement,810000.0,106.0,Toulon,2023-09-14,AV DE LA RESISTANCE
Appartement,250000.0,28.0,Toulon,2023-09-29,CHE DE FORGENTIER
Appartement,250000.0,26.0,Toulon,2023-09-29,CHE DE FORGENTIER
Appartement,250000.0,33.0,Toulon,2023-09-29,CHE DE FORGENTIER
Appartement,38000.0,10.0,Toulon,2023-09-11,RUE PAULIN GUERIN
Appartement,157000.0,82.0,Toulon,2023-09-19,AV ARISTIDE BRIAND
Appartement,100100.0,49.0,Toulon,2023-09-22,BD DOCTEUR CHARLES BARNIER
Maison,299000.0,55.0,Toulon,2023-09-11,MTE CASSE COU
Appartement,530000.0,79.0,Toulon,2023-09-11,IMP DU CAP
Appartement,160000.0,57.0,Toulon,2023-09-12,RUE CEZANNE
Appartement,77000.0,64.0,Toulon,2023-06-22,PL LOUIS BLANC
Appartement,300000.0,108.0,Toulon,2023-09-22,RUE MIRABEAU
Appartement,180000.0,68.0,Toulon,2023-08-24,LES MONIQUES
Appartement,141000.0,37.0,Toulon,2023-09-27,RUE DE L'HOPITAL FONT PRE
Appartement,223880.0,53.0,Toulon,2023-09-26,RUE DENIS LITARDI
Appartement,244300.0,60.0,Toulon,2023-09-26,BD JULES MICHELET
Appartement,130000.0,53.0,Toulon,2023-09-22,RUE GENERAL MICHEL AUDEOUD
Appartement,233000.0,67.0,Toulon,2023-09-19,AV GEORGES BIZET
Appartement,52000.0,55.0,Toulon,2023-09-27,AV GENERAL NOGUES
Appartement,77000.0,27.0,Toulon,2023-09-28,RUE VICTOR REYMONENQ
Appartement,99000.0,65.0,Toulon,2023-09-05,AV FRANCOIS CUZIN
Appartement,755000.0,74.0,Toulon,2023-09-25,COR LITTORAL FREDERIC MISTRAL
Appartement,89000.0,21.0,Toulon,2023-09-20,RUE DANTON
Appartement,83727.27,18.0,Toulon,2023-09-27,BD EDGAR AMIGAS
Appartement,120000.0,48.0,Toulon,2023-09-21,RUE ELYSEE ROERE
Appartement,261000.0,85.0,Toulon,2023-09-26,AV DE LA RESISTANCE
Appartement,60000.0,31.0,Toulon,2023-09-15,AV SAINT ROCH
Appartement,731538.0,193.0,Toulon,2023-10-04,RUE HENRI PASTOUREAU
Appartement,139000.0,67.0,Toulon,2023-09-20,RUE DE TURENNE
Appartement,450000.0,52.0,Toulon,2023-09-25,AV DE LA RESISTANCE
Appartement,450000.0,55.0,Toulon,2023-09-25,AV DE LA RESISTANCE
Appartement,450000.0,54.0,Toulon,2023-09-25,AV DE LA RESISTANCE
Maison,540000.0,118.0,Toulon,2023-09-14,BD TRUCY
Appartement,63000.0,58.0,Toulon,2023-10-04,AV NOBEL
Appartement,69825.0,23.0,Toulon,2023-09-28,BD MARECHAL JOFFRE
Appartement,148000.0,67.0,Toulon,2023-09-26,RUE GUIOT
Appartement,108000.0,61.0,Toulon,2023-10-02,AV BENOIT MALON
Appartement,199900.0,40.0,Toulon,2023-10-02,RUE LAMALGUE
Appartement,76000.0,20.0,Toulon,2023-09-14,RUE DE POMET
Appartement,100000.0,67.0,Toulon,2023-09-20,BD LOUIS PICON
Appartement,70000.0,53.0,Toulon,2023-09-15,BD INGENIEUR BONNIER
Appartement,371242.0,85.0,Toulon,2023-09-06,RUE BERTHELOT
Maison,154000.0,67.0,Toulon,2023-09-08,RUE YVONNE
Maison,154000.0,48.0,Toulon,2023-09-08,RUE CLEMENCE
Maison,520000.0,106.0,Toulon,2023-10-02,CHE DE LA COLLINE
Appartement,246500.0,70.0,Toulon,2023-09-25,CD 46
Appartement,164000.0,74.0,Toulon,2023-09-18,BD EDGAR AMIGAS
Appartement,100000.0,23.0,Toulon,2023-09-15,RUE MONSEIGNEUR FREPPEL
Appartement,115000.0,52.0,Toulon,2023-09-19,CHE DE LA BEAUCAIRE
Appartement,115000.0,52.0,Toulon,2023-09-19,CHE DE LA BEAUCAIRE
Appartement,125000.0,61.0,Toulon,2023-09-26,AV DU 1ER BATAILLON CHOC
Appartement,44000.0,33.0,Toulon,2023-09-19,RUE DE LA CHAPELLE
Appartement,321840.0,80.0,Toulon,2023-09-29,COR EMILE FABRE
Appartement,197000.0,82.0,Toulon,2023-09-28,AV AMIRAL DAVELUY
Maison,381800.0,50.0,Toulon,2023-09-18,PL MARIE CURIE
Appartement,186300.0,88.0,Toulon,2023-09-18,RUE BOURSSET
Appartement,127000.0,52.0,Toulon,2023-09-25,RUE VINCENT SCOTTO
Appartement,98170.0,31.0,Toulon,2023-09-26,RUE AMIRAL NOMY
Appartement,37500.0,76.0,Toulon,2023-09-19,AV GENERAL GOURAUD
Appartement,94000.0,20.0,Toulon,2023-09-11,RUE AMIRAL DUMESNIL
Appartement,173000.0,65.0,Toulon,2023-09-22,AV DE CLARET
Appartement,152000.0,68.0,Toulon,2023-09-29,AV DE LA ROSERAIE
Maison,548000.0,120.0,Toulon,2023-10-05,RUE CLOS MALECHE
Appartement,66000.0,19.0,Toulon,2023-10-05,PL DE LA POISSONNERIE
Appartement,150000.0,84.0,Toulon,2023-09-18,RUE DOCTEUR PERRIMOND
Appartement,131300.0,39.0,Toulon,2023-09-21,PL GAMBETTA
Appartement,161000.0,37.0,Toulon,2023-10-06,RUE DU HARAS
Appartement,400000.0,122.0,Toulon,2023-09-29,COR MARIUS ESCARTEFIGUE
Appartement,94000.0,20.0,Toulon,2023-09-22,AV COLBERT
Appartement,115000.0,64.0,Toulon,2023-09-22,RUE ESPANET
Appartement,407000.0,30.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,407000.0,30.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,407000.0,30.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,407000.0,30.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,407000.0,30.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,407000.0,18.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,407000.0,30.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,407000.0,30.0,Toulon,2023-10-09,AV GENERAL GOURAUD
Appartement,130000.0,70.0,Toulon,2023-09-21,AV DE CLARET
Appartement,168000.0,57.0,Toulon,2023-09-15,AV FRANKLIN ROOSEVELT
Appartement,168000.0,56.0,Toulon,2023-09-15,AV FRANKLIN ROOSEVELT
Appartement,168000.0,56.0,Toulon,2023-09-15,AV FRANKLIN ROOSEVELT
Appartement,95000.0,55.0,Toulon,2023-09-22,AV ARISTIDE BRIAND
Appartement,630000.0,34.0,Toulon,2023-10-05,BD BAZEILLES
Appartement,630000.0,48.0,Toulon,2023-10-05,BD BAZEILLES
Appartement,630000.0,34.0,Toulon,2023-10-05,BD BAZEILLES
Appartement,630000.0,34.0,Toulon,2023-10-05,BD BAZEILLES
Appartement,630000.0,34.0,Toulon,2023-10-05,BD BAZEILLES
Appartement,630000.0,47.0,Toulon,2023-10-05,BD BAZEILLES
Appartement,142500.0,75.0,Toulon,2023-10-05,RUE JEAN AICARD
Appartement,160000.0,74.0,Toulon,2023-10-06,RUE REVEREND PERE DE FOUCAULD
Maison,580000.0,97.0,Toulon,2023-10-09,RUE CASTILLON
Appartement,77400.0,26.0,Toulon,2023-10-02,RUE DE LORGUES
Appartement,98000.0,38.0,Toulon,2023-08-11,AV MARECHAL MAUNOURY
Appartement,235000.0,28.0,Toulon,2023-10-05,IMP HONORATY
Appartement,235000.0,46.0,Toulon,2023-10-05,IMP HONORATY
Appartement,235000.0,36.0,Toulon,2023-10-05,IMP HONORATY
Appartement,235000.0,30.0,Toulon,2023-10-05,IMP HONORATY
Appartement,256000.0,37.0,Toulon,2023-09-25,AV VAL FLEURI
Appartement,256000.0,47.0,Toulon,2023-09-25,AV VAL FLEURI
Appartement,141165.75,90.0,Toulon,2023-09-21,BD DOCTEUR FELIX ESCUDIER
Appartement,212000.0,55.0,Toulon,2023-09-20,BD D ORLEANS
Appartement,145000.0,60.0,Toulon,2023-09-18,AV DE LOCARNO
Appartement,120000.0,40.0,Toulon,2023-09-15,BD DES ACACIAS
Appartement,301500.0,111.0,Toulon,2023-09-28,AV FRANKLIN ROOSEVELT
Appartement,180000.0,100.0,Toulon,2023-09-22,RUE FRANCOIS DEGUIRAUD
Appartement,50000.0,36.0,Toulon,2023-09-26,RUE DE LA CHAPELLE
Appartement,199450.0,80.0,Toulon,2023-10-06,CRS LAFAYETTE
Appartement,217720.0,57.0,Toulon,2023-09-27,AV MARCEAU
Appartement,170000.0,69.0,Toulon,2023-09-19,LES MONIQUES
Appartement,35000.0,32.0,Toulon,2023-09-20,BD MARECHAL JOFFRE
Maison,529000.0,116.0,Toulon,2023-10-03,IMP DU CAROUBIER
Maison,529000.0,116.0,Toulon,2023-10-03,IMP DU CAROUBIER
Appartement,86600.0,48.0,Toulon,2023-09-22,IMP BISKRA
Maison,274886.66,116.0,Toulon,2023-10-03,IMP DU CAROUBIER
Maison,274886.66,116.0,Toulon,2023-10-03,IMP DU CAROUBIER
Appartement,137000.0,40.0,Toulon,2023-09-28,AV PRE FAUCHIER
Appartement,217000.0,87.0,Toulon,2023-09-22,RUE GENERAL MICHEL AUDEOUD
Appartement,209000.0,59.0,Toulon,2023-09-29,RUE DE L'HOPITAL FONT PRE
Appartement,300000.0,95.0,Toulon,2023-10-11,RUE VICTOR CLAPPIER
Appartement,126500.0,74.0,Toulon,2023-09-28,AV FREDERIC PASSY
Appartement,214000.0,62.0,Toulon,2023-09-22,RUE AMIRAL CELLIER
Appartement,143000.0,63.0,Toulon,2023-09-28,AV ARISTIDE BRIAND
Maison,384000.0,70.0,Toulon,2023-10-02,AV LOUIS BOZZO
Appartement,159900.0,52.0,Toulon,2023-09-20,IMP DES MURIERS
Maison,630000.0,144.0,Toulon,2023-09-15,BD JEAN BAPTISTE ABEL
Appartement,112200.0,45.0,Toulon,2023-09-11,RUE DANTON
Appartement,199000.0,58.0,Toulon,2023-10-04,AV DU PORT DE PLAISANCE
Appartement,75000.0,58.0,Toulon,2023-09-14,RUE HENRI SEILLON
Appartement,275000.0,81.0,Toulon,2023-09-14,AV EDOUARD LE BELLEGOU
Appartement,114500.0,46.0,Toulon,2023-10-06,PL DE LA POISSONNERIE
Appartement,185000.0,72.0,Toulon,2023-09-14,AV FRANKLIN ROOSEVELT
Appartement,172000.0,66.0,Toulon,2023-09-19,RUE GENERAL MICHEL AUDEOUD
Appartement,98000.0,35.0,Toulon,2023-09-22,RUE LACORDAIRE
Appartement,98000.0,30.0,Toulon,2023-09-22,RUE LACORDAIRE
Appartement,55000.0,33.0,Toulon,2023-09-22,LES ALLOBROGES
Appartement,192000.0,71.0,Toulon,2023-10-05,LA TOUR D'IVOIRE
Appartement,82500.0,29.0,Toulon,2023-10-09,BD EDGAR AMIGAS
Appartement,147000.0,39.0,Toulon,2023-10-11,AV BENOIT MALON
Maison,387000.0,80.0,Toulon,2023-10-02,LOT LES JARDINS DU FARON
Appartement,111000.0,71.0,Toulon,2023-09-27,AV DU 1ER BATAILLON CHOC
Appartement,62000.0,34.0,Toulon,2023-09-29,AV DU 1ER BATAILLON CHOC
Appartement,186400.0,44.0,Toulon,2023-10-10,AV FRANCOIS NARDI
Appartement,185000.0,74.0,Toulon,2023-10-09,AV EMILE VINCENT
Appartement,75000.0,54.0,Toulon,2023-10-05,AV DU 15E CORPS
Appartement,63000.0,38.0,Toulon,2023-10-12,RUE SAINT LAURENT
Appartement,130000.0,68.0,Toulon,2023-09-26,AV DUSSAP
Maison,467500.0,112.0,Toulon,2023-09-29,AV COMMANDANT GUILBAUD
Appartement,176000.0,110.0,Toulon,2023-09-20,CHE DU PONT DE BOIS
Appartement,150000.0,67.0,Toulon,2023-10-03,RUE GENERAL MICHEL AUDEOUD
Appartement,93000.0,29.0,Toulon,2023-09-28,AV NOBEL
Appartement,112000.0,65.0,Toulon,2023-10-11,RUE DE SUEZ
Appartement,163210.0,45.0,Toulon,2023-09-25,BD PHILIPPE RIPERT
Appartement,218100.0,76.0,Toulon,2023-09-25,RUE SAINTE GERMAINE
Appartement,90000.0,42.0,Toulon,2023-10-10,RUE JEAN BAPTISTE VIN
Appartement,113500.0,38.0,Toulon,2023-09-20,RUE DIEGO SUAREZ
Appartement,80000.0,45.0,Toulon,2023-09-22,AV DU 15E CORPS
Appartement,460000.0,38.0,Toulon,2023-10-03,RUE ANATOLE FRANCE
Appartement,460000.0,32.0,Toulon,2023-10-03,RUE ANATOLE FRANCE
Appartement,460000.0,38.0,Toulon,2023-10-03,RUE ANATOLE FRANCE
Appartement,460000.0,38.0,Toulon,2023-10-03,RUE ANATOLE FRANCE
Appartement,103000.0,32.0,Toulon,2023-09-26,BD SAINTE ANNE
Appartement,95000.0,68.0,Toulon,2023-09-18,BD DESAIX
Maison,795000.0,171.0,Toulon,2023-09-29,IMP LIEUTENANT DAUMAS
Appartement,125000.0,30.0,Toulon,2023-09-26,QUAI MARMORA
Appartement,475000.0,45.0,Toulon,2023-10-16,RTE DE PLAISANCE
Appartement,475000.0,45.0,Toulon,2023-10-16,RTE DE PLAISANCE
Appartement,475000.0,72.0,Toulon,2023-10-16,RTE DE PLAISANCE
Appartement,196000.0,93.0,Toulon,2023-09-29,RUE VICTOR REYMONENQ
Appartement,75000.0,62.0,Toulon,2023-09-21,AV SYLVAIN THURIN
Appartement,97000.0,73.0,Toulon,2023-10-12,BD DE PARIS
Appartement,113400.0,25.0,Toulon,2023-10-11,PL CAUVIERE
Appartement,90000.0,26.0,Toulon,2023-10-11,RUE ANATOLE FRANCE
Appartement,90000.0,21.0,Toulon,2023-10-11,RUE ANATOLE FRANCE
Appartement,130910.0,48.0,Toulon,2023-10-17,AV DE VALBOURDIN
Appartement,95000.0,56.0,Toulon,2023-10-10,RUE SEBASTIEN CARLE
Appartement,128650.0,57.0,Toulon,2023-09-18,RUE THOULON
Appartement,128650.0,46.0,Toulon,2023-09-18,RUE THOULON
Appartement,197000.0,76.0,Toulon,2023-09-29,RUE MADEMOISELLE STRASSEL
Appartement,80000.0,41.0,Toulon,2023-10-03,AV FRANCOIS CUZIN
Appartement,124000.0,42.0,Toulon,2023-10-16,CRS LAFAYETTE
Appartement,92000.0,52.0,Toulon,2023-10-17,RUE CHEVALIER P CASSINE
Appartement,184050.0,75.0,Toulon,2023-10-10,RUE THIERS
Appartement,68000.0,44.0,Toulon,2023-10-16,BD GENERAL BROSSET
Appartement,135000.0,31.0,Toulon,2023-09-29,CHE DE LA SERINETTE
Appartement,204500.0,77.0,Toulon,2023-10-02,AV DES MOULINS
Appartement,130000.0,81.0,Toulon,2023-09-06,AV ARISTIDE BRIAND
Maison,515000.0,102.0,Toulon,2023-10-09,CHE DE LA PAVEIGNE
Appartement,325000.0,47.0,Toulon,2023-10-12,AV DU 1ER BATAILLON CHOC
Appartement,325000.0,47.0,Toulon,2023-10-12,AV DU 1ER BATAILLON CHOC
Appartement,325000.0,27.0,Toulon,2023-10-12,AV DU 1ER BATAILLON CHOC
Appartement,325000.0,45.0,Toulon,2023-10-12,AV DU 1ER BATAILLON CHOC
Appartement,325000.0,24.0,Toulon,2023-10-12,AV DU 1ER BATAILLON CHOC
Appartement,228250.0,92.0,Toulon,2023-09-15,AV DE LA RESISTANCE
Appartement,135000.0,82.0,Toulon,2023-09-29,RUE EDOUARD HERRIOT
Appartement,249000.0,70.0,Toulon,2023-10-03,AV DU PORT DE PLAISANCE
Appartement,165000.0,65.0,Toulon,2023-10-16,BD BARTHELEMY
Appartement,95000.0,32.0,Toulon,2023-10-06,RUE PAUL ARENE
Appartement,1400000.0,40.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,46.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,34.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,30.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,30.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,46.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,34.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,30.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,40.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,46.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,30.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,1400000.0,34.0,Toulon,2023-09-20,RUE LAMALGUE
Appartement,251000.0,48.0,Toulon,2023-09-22,RUE DE LA GLACIERE
Appartement,425000.0,57.0,Toulon,2023-10-09,RUE VICTOR GENSOLLEN
Appartement,90000.0,54.0,Toulon,2023-10-05,RUE AMIRAL NOMY
Appartement,96000.0,25.0,Toulon,2023-09-28,BD TOUCAS
Appartement,148000.0,47.0,Toulon,2023-10-16,AV CLOVIS HUGUES
Appartement,155000.0,54.0,Toulon,2023-10-10,QUAI MARMORA
Appartement,79000.0,30.0,Toulon,2023-09-22,RUE LACORDAIRE
Appartement,79000.0,35.0,Toulon,2023-09-22,RUE LACORDAIRE
Appartement,140000.0,34.0,Toulon,2023-10-05,RUE CASTEL
Appartement,122000.0,46.0,Toulon,2023-09-18,RUE DIEGO SUAREZ
Appartement,85000.0,45.0,Toulon,2023-10-10,RUE JANVIER
Maison,330000.0,46.0,Toulon,2023-10-09,RUE DANIELLE CASANOVA
Appartement,177000.0,69.0,Toulon,2023-10-09,RUE FELIX MAYOL
